id,lead_actor_1,lead_actor_2,lead_actor_3,lead_actor_4
10917,Juliette Lewis,Brad Pitt,Michael Tucker,Alan Fudge
10918,Brenda Blethyn,Alfred Molina,Christopher Walken,Naomi Watts
10921,Jerry Doyle,Tracy Scoggins,Jeff Conaway,Richard Biggs
10922,Anthony Hopkins,Nicole Kidman,Ed Harris,Gary Sinise
10923,Frankie Muniz,Hilary Duff,Angie Harmon,Keith David
10925,Clu Gulager,James Karen,Don Calfa,Thom Mathews
10927,Michael Herbig,Vanessa Petruo,Torsten Münchow,Wolfgang Völz
10929,Crispin Glover,R. Lee Ermey,Laura Harring,Jackie Burroughs
10934,Diane Lane,Sandra Oh,Lindsay Duncan,Raoul Bova
10935,Kris Kristofferson,Christopher Walken,John Hurt,Sam Waterston
10937,Mickey Rourke,Faye Dunaway,Alice Krige,Jack Nance
10938,Linda Henry,Glen Berry,Scott Neal,Tameka Empson
10939,Pierre Richard,Jean Carmet,Jean Rochefort,Mireille Darc
10940,Bruce Boxleitner,Mira Furlan,Richard Biggs,Andreas Katsulas
10941,Bruce Boxleitner,Claudia Christian,Mira Furlan,Shari Belafonte
10942,Michael O’Hare,Tamlyn Tomita,Jerry Doyle,Mira Furlan
10943,Christina Ricci,Ioan Gruffudd,Stephen Dillane,Kerry Fox
10944,Meg Ryan,Mark Ruffalo,Jennifer Jason Leigh,Nick Damici
10945,Whoopi Goldberg,Stephen Collins,John Wood,Carol Kane
10946,Patrick Stewart,Constantino Romero,James Earl Jones,Ken Watanabe
10947,Zac Efron,Vanessa Hudgens,Ashley Tisdale,Lucas Grabeel
10948,Mickey Rooney,Kurt Russell,Pearl Bailey,Jack Albertson
10949,John Howard Davies,Robert Newton,Alec Guinness,Kay Walsh
10950,Sean Penn,Michelle Pfeiffer,Dianne Wiest,Dakota Fanning
10951,Jackie Chan,Shu Qi,Tony Leung Chiu-wai,Wakin Chau
10952,Wesley Snipes,Ice-T,Allen Payne,Chris Rock
10954,Stefano Dionisi,Enrico Lo Verso,Elsa Zylberstein,Jeroen Krabbé
10955,John Malkovich,Dougray Scott,Ray Winstone,Lena Headey
10956,David Spade,Brittany Daniel,Dennis Miller,Adam Beach
10957,Grant Bardsley,Susan Sheridan,John Byner,Nigel Hawthorne
10958,Jeffrey Nordling,Brennan Elliott,Kendall Cross,Ty Olsson
10960,Miguel Ferrer,William O'Leary,Jensen Daggett,Martin Sheen
10961,Nathan Baesel,Angela Goethals,Robert Englund,Scott Wilson
10969,David Hasselhoff,Edward Mulhare,Susan Norman,Carmen Argenziano
10970,Mel Brooks,Marty Feldman,Dom DeLuise,Sid Caesar
10971,Kenneth More,Ronald Allen,Robert Ayres,Honor Blackman
10972,Peter Mullan,David Caruso,Stephen Gevedon,Josh Lucas
10973,Richard Carlson,Julie Adams,Richard Denning,Antonio Moreno
10974,Jackie Chan,Alan Tam,Rosamund Kwan,Lola Forner
10975,Jackie Chan,Carol Cheng,Eva Cobo,Shôko Ikeda
10978,Fares Fares,Torkel Petersson,Tuva Novotny,Laleh Pourkarim
10981,David Hewlett,Andrew Miller,Gordon Pinsent,Marie-Josée Croze
10982,David Ogden Stiers,Anne Hathaway,Glenn Close,Jim Belushi
10984,Denise Richards,David Boreanaz,Marley Shelton,Jessica Capshaw
10985,DJ Qualls,Eliza Dushku,Zooey Deschanel,Lyle Lovett
10986,Adriano Celentano,Ornella Muti,Edith Peters,Pippo Santonastaso
10987,Donald Pleasence,Paul Rudd,Marianne Hagan,Mitchell Ryan
10988,Sharon Stone,Isabelle Adjani,Chazz Palminteri,Kathy Bates
10989,Victoria Abril,Hilmir Snær Guðnason,Hanna María Karlsdóttir,Þrúður Vilhjálmsdóttir
10990,Nick Nolte,Melanie Griffith,Chazz Palminteri,Michael Madsen
10991,Rica Matsumoto,Ikue Otani,Yuji Ueda,Mayumi Iizuka
10992,Jeff Goldblum,Elizabeth Perkins,Alexander Pollock,Miriam Margolyes
10994,Alison Lohman,Michelle Pfeiffer,Renée Zellweger,Robin Wright
10995,Jane March,Tony Leung Ka-fai,Frédérique Meininger,Arnaud Giovaninetti
10996,Michael J. Fox,Melanie Griffith,Nathan Lane,Geena Davis
10997,Leslie Cheung,Zhang Fengyi,Gong Li,Jiang Wenli
10998,Michael Douglas,Glenn Close,Anne Archer,Ellen Hamilton Latzen
10999,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,Vernon Wells
11000,Robin Williams,Nathan Lane,Gene Hackman,Dianne Wiest
11001,Martin Lawrence,Luke Wilson,Dave Chappelle,Peter Greene
11002,Ralph Richardson,Ian Holm,James Fox,Christopher Lambert
11003,Adam Sandler,Drew Barrymore,Christine Taylor,Allen Covert
11004,Michael Douglas,Tobey Maguire,Robert Downey Jr.,Frances McDormand
11005,Robin Williams,Robert De Niro,John Heard,Julie Kavner
11006,Burt Reynolds,Sally Field,Jerry Reed,Jackie Gleason
11007,Steve Martin,Bonnie Hunt,Piper Perabo,Tom Welling
11008,Damon Wayans,Karyn Parsons,William Hickey,Michael Ironside
11009,John Travolta,Karen Lynn Gorney,Barry Miller,Joseph Cali
11010,Philippe Noiret,Massimo Troisi,Maria Grazia Cucinotta,Renato Scarpa
11011,Macaulay Culkin,John Larroquette,Edward Herrmann,Christine Ebersole
11012,Jeremy Irons,Juliette Binoche,Miranda Richardson,Rupert Graves
11013,Maggie Gyllenhaal,James Spader,Jeremy Davies,Lesley Ann Warren
11015,Penelope Ann Miller,Tom Sizemore,Linda Hunt,James Whitmore
11016,Humphrey Bogart,Lauren Bacall,Lionel Barrymore,Edward G. Robinson
11017,Adam Sandler,Bradley Whitford,Josh Mostel,Bridgette Wilson
11018,Mickey Rourke,John Lone,Ariane,Leonard Termo
11019,x,x,x,x
11020,Rachel Roberts,Vivean Gray,Helen Morse,Kirsty Child
11021,Sybille Schmitz,Hans Nielsen,Kirsten Heiberg,Karl Schönböck
11022,Jason Patric,Ray Liotta,Chi McBride,Krista Bridges
11023,Evan Rachel Wood,Nikki Reed,Holly Hunter,Brady Corbet
11024,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,Linda Cardellini
11025,Ashley Olsen,Mary-Kate Olsen,Eugene Levy,Andy Richter
11026,Stellan Skarsgård,Izabella Scorupco,James D'Arcy,Julian Wadham
11027,Jack Nicholson,Jessica Lange,John Colicos,Michael Lerner
11028,Dennis Quaid,Ellen Barkin,Ned Beatty,John Goodman
11030,Woody Allen,Mia Farrow,Patrick Horgan,John Buckwalter
11031,Christopher Guest,Michael McKean,Harry Shearer,Rob Reiner
11033,Michael Caine,Angie Dickinson,Nancy Allen,Keith Gordon
11034,Robert Redford,Mia Farrow,Bruce Dern,Karen Black
11035,Peter Gonzales Falcon,Fiona Florence,Pia De Doses,Marne Maitland
11036,Rachel McAdams,Ryan Gosling,Gena Rowlands,James Garner
11037,Louis Gossett Jr.,Jason Gedrick,David Suchet,Tim Thomerson
11038,Burt Lancaster,Kirk Douglas,Charles Durning,Alexis Smith
11039,Bud Spencer,Cary Guffey,Ferruccio Amendola,Claudio Undari
11040,Dustin Hoffman,Faye Dunaway,Chief Dan George,Martin Balsam
11041,Jim Varney,Diedrich Bader,Erika Eleniak,Cloris Leachman
11042,Rémy Girard,Stéphane Rousseau,Marie-Josée Croze,Dorothée Berryman
11044,Johnny Depp,Jerry Lewis,Faye Dunaway,Lili Taylor
11045,Queen Latifah,Jimmy Fallon,Gisele Bündchen,Henry Simmons
11046,Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark
11047,Roger Carel,Jacques Morel,Jacques Jouanneau,Pierre Tornade
11048,Bud Spencer,Adalberto Maria Merli,Raymond Pellegrin,Juliette Mayniel
11049,Romanthony,Thomas Bangalter,Guy-Manuel de Homem-Christo,Todd Edwards
11050,Shirley MacLaine,Debra Winger,Jack Nicholson,Danny DeVito
11051,Willem Dafoe,Harvey Keitel,Barbara Hershey,Harry Dean Stanton
11052,Shunsuke Kazama,Kenjiro Tsuda,Koji Ishii,Hiroki Takahashi
11053,Bud Spencer,Al Lettieri,Enzo Cannavale,Renato Scarpa
11054,Ricki Lake,Divine,Leslie Ann Powers,Debbie Harry
11055,Bud Spencer,Enzo Cannavale,Werner Pochath,Joe Stewardson
11056,Anna Paquin,Lena Olin,Iain Glen,Giancarlo Giannini
11058,Greg Kinnear,Rebecca Romijn,Robert De Niro,Cameron Bright
11059,Jonathan Cherry,Tyron Leitso,Clint Howard,Ona Grauer
11060,Richard Gere,Andy García,Laurie Metcalf,Nancy Travis
11062,Al Pacino,John Cusack,Bridget Fonda,Danny Aiello
11064,Richard Pryor,John Candy,Lonette McKee,Stephen Collins
11065,Mekhi Phifer,Martin Sheen,Josh Hartnett,Andrew Keegan
11066,Eddie Murphy,Robin Givens,Halle Berry,David Alan Grier
11067,Charlie Sheen,Tom Berenger,Corbin Bernsen,Dennis Haysbert
11068,Bridget Fonda,Campbell Scott,Kyra Sedgwick,Matt Dillon
11069,Fred Ward,Helen Shaver,Chris Gartin,Michael Gross
11071,James Whitmore,James Arness,Joan Weldon,Edmund Gwenn
11072,Cleavon Little,Gene Wilder,Slim Pickens,David Huddleston
11074,Bruce Willis,Sarah Jessica Parker,Dennis Farina,Tom Sizemore
11075,Ryo Ishibashi,Eihi Shiina,Jun Kunimura,Tetsu Sawaki
11076,Jeff Daniels,Anna Paquin,Dana Delany,Terry Kinney
11077,John Ritter,Jack Warden,Michael Oliver,Gilbert Gottfried
11078,Steve Zahn,Martin Lawrence,Colm Feore,Eric Roberts
11081,Angelina Jolie,Ethan Hawke,Kiefer Sutherland,Gena Rowlands
11082,Demi Moore,Michael Biehn,Jürgen Prochnow,Peter Friedman
11083,Joachim Calmeyer,Tomas Norström,Bjørn Floberg,Reine Brynolfsson
11084,Nelly Frijda,Coen van Vrijberghe de Coningh,Stefan de Walle,Sander Swart
11085,Marlon Brando,Trevor Howard,Richard Harris,Hugh Griffith
11086,Jim Carrey,Bob Balaban,Jeffrey DeMunn,Hal Holbrook
11087,Annabella Sciorra,Rebecca De Mornay,Matt McCoy,Ernie Hudson
11088,Gene Hackman,Danny DeVito,Delroy Lindo,Sam Rockwell
11090,Rob Schneider,Colleen Haskell,John C. McGinley,Ed Asner
11091,Drew Barrymore,Steve Zahn,Adam Garcia,Brittany Murphy
11092,Brian Dennehy,Harrison Ford,Bonnie Bedelia,Raúl Juliá
11093,Jennifer Connelly,Ben Kingsley,Ron Eldard,Frances Fisher
11096,Robert De Niro,Dakota Fanning,Famke Janssen,Elisabeth Shue
11099,Robin Williams,Mira Sorvino,Jim Caviezel,Mimi Kuzyk
11101,Dominique Horwitz,Thomas Kretschmann,Jochen Nickel,Sebastian Rudolph
11103,Harvey Keitel,Cameron Diaz,Billy Zane,Craig Sheffer
11104,Brigitte Lin,Tony Leung Chiu-wai,Faye Wong,Takeshi Kaneshiro
11107,Whoopi Goldberg,Frank Langella,Dennis Farina,Richard Jenkins
11109,Imelda Staunton,Phil Davis,Sally Hawkins,Daniel Mays
11112,Whoopi Goldberg,Dianne Wiest,Eli Wallach,Tim Daly
11113,Audrey Hepburn,Rex Harrison,Stanley Holloway,Wilfrid Hyde-White
11114,Sean Marshall,Helen Reddy,Jim Dale,Mickey Rooney
11115,Burt Reynolds,Bret Harrison,Shannon Elizabeth,Maria Mason
11119,Christopher Lambert,Aidan Rea,David Roberson,Liz May Brice
11120,Harrison Ford,Helen Mirren,River Phoenix,Conrad Roberts
11121,Nastassja Kinski,Peter Firth,Leigh Lawson,John Collin
11123,Charlton Heston,Victoria Principal,Ava Gardner,George Kennedy
11127,Casper Van Dien,Jolene Blalock,Stephen Hogan,Boris Kodjoe
11128,Joaquin Phoenix,John Travolta,Jacinda Barrett,Robert Patrick
11129,John Simm,Shaun Parkes,Nicola Reynolds,Lorraine Pilkington
11130,Anne Hathaway,Julie Andrews,Héctor Elizondo,John Rhys-Davies
11131,Eric Idle,Robbie Coltrane,Camille Coduri,Janet Suzman
11132,Lindsay Lohan,Adam Garcia,Glenne Headly,Alison Pill
11133,Craig T. Nelson,JoBeth Williams,Heather O'Rourke,Oliver Robins
11134,Jackie Chan,Michelle Yeoh,Maggie Cheung,Kenneth Tsang
11135,Bob Newhart,Eva Gabor,John Candy,Tristan Rogers
11137,Julia Stiles,Luke Mably,Ben Miller,Miranda Richardson
11141,Pierce Brosnan,Julianne Moore,Michael Sheen,Parker Posey
11143,Jet Li,Michelle Yeoh,Chin Siu-Ho,Yue Hoi
11144,Bud Spencer,Raimund Harmstorf,Ottaviano Dell'Acqua,Nando Paone
11145,Robert Redford,Jane Fonda,Valerie Perrine,Willie Nelson
11148,Inés Efron,Martín Piroyansky,Ricardo Darín,Valeria Bertuccelli
11152,Jonathan Tucker,Jena Malone,Shawn Ashmore,Laura Ramsey
11153,Chevy Chase,Beverly D'Angelo,Imogene Coca,Randy Quaid
11155,Randy Quaid,Miriam Flynn,Dana Barron,Jake Thomas
11156,Audrey Tautou,Benoît Poelvoorde,Alessandro Nivola,Marie Gillain
11157,Meryl Streep,Roseanne Barr,Ed Begley Jr.,Linda Hunt
11158,Rick Moranis,Marcia Strassman,Robert Oliveri,Daniel Shalikar
11159,Brenda Blethyn,Marianne Jean-Baptiste,Timothy Spall,Phyllis Logan
11160,Bud Spencer,Enzo Cannavale,Baldwyn Dakile,Angelo Infanti
11161,John Cusack,Alessandro Nivola,Gracie Bednarczyk,Shélan O'Keefe
11162,Al Pacino,Jeremy Irons,Joseph Fiennes,Lynn Collins
11163,Martin Potter,Hiram Keller,Max Born,Salvo Randone
11164,Emilio Estevez,Kathryn Erbe,Michael Tucker,Jan Rubeš
11165,Martin Balsam,Sō Yamamura,Jason Robards,Joseph Cotten
11167,Karlheinz Böhm,Moira Shearer,Anna Massey,Maxine Audley
11169,Val Kilmer,Derek Luke,William H. Macy,Tia Texada
11170,Matthew McConaughey,Matthew Fox,Anthony Mackie,David Strathairn
11171,Joseph Gordon-Levitt,Brady Corbet,Michelle Trachtenberg,Jeffrey Licon
11172,Drew Barrymore,Hugh Grant,Toni Trucks,Brad Garrett
11174,Pelle Hvenegaard,Max von Sydow,Erik Paaske,Björn Granath
11175,Terence Hill,Nancy Morgan,Roger Miller,Ron Carey
11176,Jim Henson,Frank Oz,Jerry Nelson,Richard Hunt
11177,Cher,Sam Elliott,Eric Stoltz,Estelle Getty
11178,Cha Tae-hyun,Jun Ji-hyun,Kim In-mun,Song Ok-suk
11183,Thierry Lhermitte,Marie-Anne Chazel,Michel Blanc,Josiane Balasko
11184,Liam Neeson,Laura Linney,Chris O'Donnell,Peter Sarsgaard
11185,Richard Pryor,Gene Wilder,Joan Severance,Kevin Spacey
11186,Alex Vincent,Brad Dourif,Christine Elise,Jenny Agutter
11187,Justin Whalin,Perrey Reeves,Jeremy Sylvers,Travis Fine
11188,Benno Fürmann,Alicia Witt,Julian Sands,Samuel West
11190,Vladimir Garin,Konstantin Lavronenko,Nataliya Vdovina,Ivan Dobronravov
11191,Annabeth Gish,Julia Roberts,Lili Taylor,Vincent D'Onofrio
11194,Brendan Mackey,Nicholas Aaron,Richard Hawking,Ollie Ryall
11197,Andreas Wilson,Henrik Lundström,Gustaf Skarsgård,Linda Zilliacus
11198,Jackie Chan,Joey Wong,Richard Norton,Kumiko Goto
11199,Tim Allen,John Travolta,Martin Lawrence,William H. Macy
11202,George C. Scott,Stephen Young,Frank Latimore,Karl Michael Vogler
11205,Jackie Chan,Yuen Biao,Lola Forner,Sammo Hung
11206,Audrey Hepburn,Alan Arkin,Richard Crenna,Efrem Zimbalist Jr.
11208,Josh Hartnett,Rose Byrne,Matthew Lillard,Diane Kruger
11209,John Wayne,Richard Widmark,Laurence Harvey,Frankie Avalon
11210,Pierce Brosnan,James Frain,Polly Walker,Ian Hart
11212,Joe Mantegna,Lara Flynn Boyle,Joe Pantoliano,Brian Haley
11215,Diane Keaton,Sam Shepard,Harold Ramis,Kristina Kennedy
11216,Philippe Noiret,Jacques Perrin,Marco Leonardi,Salvatore Cascio
11217,Kevin Heffernan,Jay Chandrasekhar,Brittany Daniel,Bill Paxton
11219,Edmund Gwenn,John Forsythe,Shirley MacLaine,Mildred Natwick
11220,Leon Lai,Charlie Yeung,Takeshi Kaneshiro,Karen Mok
11221,Dudley Moore,Eddie Murphy,Kate Capshaw,George Dzundza
11222,Dennis Hopper,Bruno Ganz,Lisa Kreuzer,Gérard Blain
11223,Geneviève Bujold,Michael Douglas,Elizabeth Ashley,Richard Widmark
11224,Ilene Woods,Eleanor Audley,Verna Felton,Claire Du Brey
11226,Edwige Fenech,Nino Castelnuovo,Femi Benussi,Solvi Stübing
11227,Jamel Debbouze,Rie Rasmussen,Gilbert Melki,Serge Riaboukine
11228,Sylvester Stallone,Amy Brenneman,Viggo Mortensen,Stan Shaw
11229,Kiefer Sutherland,Reese Witherspoon,Wolfgang Bodison,Dan Hedaya
11230,Jackie Chan,Yuen Siu-Tien,Hwang Jang-Lee,Dean Shek
11231,Pat Morita,Hilary Swank,Michael Ironside,Constance Towers
11232,Meg Ryan,Hugh Jackman,Liev Schreiber,Breckin Meyer
11234,Charlton Heston,Anthony Zerbe,Rosalind Cash,Paul Koslo
11235,Peter Riegert,Denis Lawson,Fulton Mackay,Peter Capaldi
11236,Kate Maberly,Heydon Prowse,Andrew Knott,Maggie Smith
11237,Johnny Messner,KaDee Strickland,Morris Chestnut,Eugene Byrd
11238,Scott Weinger,Linda Larkin,Robin Williams,John Rhys-Davies
11239,Koji Yakusho,Tamiyo Kusakari,Naoto Takenaka,Eri Watanabe
11240,Gordon Warnecke,Daniel Day-Lewis,Roshan Seth,Saeed Jaffrey
11243,Mickey Rooney,Jackie Burroughs,Georgia Engel,Sunny Besen Thrasher
11244,Robert Townsend,Marla Gibbs,Eddie Griffin,Robert Guillaume
11246,Dean Winters,Ashley Laurence,Rachel Hayward,Sarah-Jane Redmond
11247,Hilary Duff,Chad Michael Murray,Jennifer Coolidge,Dan Byrd
11248,Rutger Hauer,Miranda Richardson,Peter Vaughan,Michael Kitchen
11249,Brad Dourif,Jennifer Tilly,Billy Boyd,Redman
11252,Vince Vaughn,Anne Heche,Julianne Moore,Viggo Mortensen
11253,Ron Perlman,Selma Blair,Doug Jones,John Alexander
11257,Helena Bonham Carter,Julian Sands,Maggie Smith,Denholm Elliott
11258,Morgan Freeman,Christian Slater,Minnie Driver,Randy Quaid
11259,Tom Cruise,Nicole Kidman,Thomas Gibson,Robert Prosky
11260,Eddie Murphy,Elizabeth Banks,Gabrielle Union,Scott Caan
11281,Jamie Lee Curtis,Donald Pleasence,Charles Cyphers,Jeffrey Kramer
11282,John Cho,Kal Penn,Paula Garcés,Neil Patrick Harris
11283,Emma Thompson,Colin Firth,Kelly Macdonald,Thomas Brodie-Sangster
11284,Robert Englund,Lisa Zane,Shon Greenblatt,Lezlie Deane
11285,Don Ameche,Wilford Brimley,Courteney Cox,Hume Cronyn
11286,Burt Reynolds,Roger Moore,Farrah Fawcett,Dom DeLuise
11287,Tom Hanks,Geena Davis,Lori Petty,Madonna
11291,Staffan Götestam,Lars Söderdahl,Allan Edwall,Gunn Wållgren
11293,Ryan O'Neal,Tatum O'Neal,Madeline Kahn,John Hillerman
11296,Matthew Modine,Nicolas Cage,John Harkins,Sandy Baron
11297,Shin Ha-kyun,Baek Yoon-sik,Hwang Jeong-min,Lee Jae-yong
11298,Dee Wallace,Patrick Macnee,Dennis Dugan,Christopher Stone
11299,Koichi Yamadera,Unsho Ishizuka,Aoi Tada,Ai Kobayashi
11300,Jeff Daniels,Melanie Griffith,Ray Liotta,George 'Red' Schwartz
11302,Woody Allen,Louise Lasser,Carlos Montalbán,Nati Abascal
11304,Tony Benatatos,Jamal Braithwaite,Joseph Casaliggi,James Hanlon
11305,Youki Kudoh,Masatoshi Nagase,Screamin' Jay Hawkins,Cinqué Lee
11306,Hugh Grant,Gene Hackman,Sarah Jessica Parker,David Morse
11307,Robin Williams,Mary Beth Hurt,Glenn Close,John Lithgow
11308,Rob Lowe,Jodie Foster,Paul McCrane,Beau Bridges
11309,Dylan McDermott,Stacey Travis,John Lynch,William Hootkins
11310,Billy Crystal,Daniel Stern,Jon Lovitz,Jack Palance
11313,Anthony Hopkins,Anton Yelchin,Hope Davis,Mika Boorem
11314,x,x,x,x
11315,Riki Takeuchi,Show Aikawa,Renji Ishibashi,Hitoshi Ozawa
11316,Jon Finch,Francesca Annis,Martin Shaw,John Stride
11317,Dan Aykroyd,Jamie Lee Curtis,Anna Chlumsky,Austin O'Brien
11318,Nigel Hawthorne,Helen Mirren,Ian Holm,Anthony Calf
11319,Bob Newhart,Eva Gabor,Geraldine Page,Joe Flynn
11321,Will Smith,Rosario Dawson,Woody Harrelson,Michael Ealy
11322,Johnny Depp,Christian Bale,Marion Cotillard,Stephen Graham
11323,Matt Damon,Lucas McHugh Carroll,Eddie Jemison,Rusty Schwimmer
11324,Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Emily Mortimer
11326,Oliver Reed,Ann-Margret,Roger Daltrey,Elton John
11327,Brad Davis,Irene Miracle,Bo Hopkins,Paolo Bonacelli
11328,Mads Mikkelsen,Leif Sylvester,Kurt Nielsen,Anne Sørensen
11329,John Cusack,Gene Hackman,Dustin Hoffman,Rachel Weisz
11330,Zlatko Burić,Marinela Dekic,Ilyas Agac,Kurt Nielsen
11331,Spencer Tracy,Felipe Pazos,Harry Bellaver,Don Diamond
11332,John Standing,Matthew Delamere,Vivian Wu,Toni Collette
11333,Terence Hill,Ernest Borgnine,Joanne Dru,Marc Lawrence
11334,Christian De Sica,Massimo Boldi,Leslie Nielsen,Gabriella Labate
11335,Robin Williams,Shelley Duvall,Ray Walston,Paul Dooley
11336,Christopher Walken,Brooke Adams,Tom Skerritt,Herbert Lom
11337,Woody Allen,Charlotte Rampling,Jessica Harper,Marie-Christine Barrault
11338,Jeff Goldblum,Michelle Pfeiffer,Carmen Argenziano,Stacey Pickren
11340,Bud Spencer,Marina Langner,Mario Scarpetta,Gianfranco Barra
11342,Julian Sands,Lori Singer,Richard E. Grant,Mary Woronov
11344,Lee Byung-hun,Shin Min-a,Kim Yeong-cheol,Hwang Jung-min
11345,Justin Chambers,Robin Tunney,Rory Culkin,William Mapother
11347,Amanda Donohoe,Catherine Oxenberg,Sammi Davis,Hugh Grant
11348,Calista Flockhart,Richard Roxburgh,Elena Anaya,Gemma Jones
11349,Gregory Peck,Robert Mitchum,Polly Bergen,Lori Martin
11351,Ray Wise,Jonathan Breck,Nicki Aycox,Eric Nenninger
11352,Richard Dreyfuss,Holly Hunter,Brad Johnson,John Goodman
11353,Steve Martin,Eddie Murphy,Heather Graham,Christine Baranski
11354,Joan Allen,Kevin Costner,Erika Christensen,Keri Russell
11355,Drew Barrymore,David Arquette,Molly Shannon,Michael Vartan
11356,Jack Lemmon,Walter Matthau,John Fiedler,Herb Edelman
11357,Danielle Harris,Donald Pleasence,Ellie Cornell,George P. Wilbur
11358,Dwayne Johnson,Johnny Knoxville,Neal McDonough,Kristen Wilson
11359,Hal Scardino,Litefoot,Lindsay Crouse,Richard Jenkins
11360,Sterling Holloway,Herman Bing,John McLeish,Edward Brophy
11361,Donald Pleasence,Danielle Harris,Ellie Cornell,Wendy Foxworth
11362,Jim Caviezel,Guy Pearce,Richard Harris,James Frain
11363,Jennifer Aniston,Maxine Bahns,Edward Burns,Cameron Diaz
11364,Harrison Ford,Annette Bening,Bill Nunn,Rebecca Miller
11365,Stephen Fry,Jude Law,Vanessa Redgrave,Jennifer Ehle
11366,Eriko Hatsune,Fhi Fan,Hinako Saeki,Shin Eun-kyung
11368,John Getz,Frances McDormand,Dan Hedaya,M. Emmet Walsh
11370,Catherine Deneuve,Mena Suvari,Stephen Rea,Tim Roth
11371,Robert De Niro,Edward Norton,Marlon Brando,Angela Bassett
11372,Michael Caine,Donald Sutherland,Robert Duvall,Jenny Agutter
11374,Matthew McConaughey,Woody Harrelson,Sally Kirkland,Jenna Elfman
11375,Harrison Ford,Josh Hartnett,Lena Olin,Bruce Greenwood
11376,Kristen Miller,John Hopkins,James McAvoy,Isla Fisher
11377,Geoffrey Rush,Famke Janssen,Ali Larter,Taye Diggs
11378,Jacques Tati,Tony Knepper,Maria Kimberly,Marcel Fraval
11379,Peter Weller,John Lithgow,Ellen Barkin,Jeff Goldblum
11380,Snoop Dogg,Pam Grier,Michael T. Weiss,Clifton Powell
11381,Chris Farley,David Spade,Brian Dennehy,Bo Derek
11382,Jim Broadbent,John Cusack,Harvey Fierstein,Chazz Palminteri
11384,Michael J. Fox,James Woods,Stephen Lang,Annabella Sciorra
11385,John Wayne,Hardy Krüger,Elsa Martinelli,Red Buttons
11386,Stephen Rea,Miranda Richardson,Jaye Davidson,Forest Whitaker
11387,Peter O'Toole,James Mason,Curd Jürgens,Eli Wallach
11388,Chevy Chase,Hilary Duff,Max Thieriot,Winona Ryder
11393,Robert Redford,Robert Duvall,Glenn Close,Kim Basinger
11395,Tim Allen,Judge Reinhold,Wendy Crewson,Eric Lloyd
11396,Alain Delon,Lino Ventura,Joanna Shimkus,Serge Reggiani
11397,Chyler Leigh,Chris Evans,Jaime Pressly,Eric Christian Olsen
11398,Wesley Snipes,Donald Sutherland,Maury Chaykin,Anne Archer
11399,Marilou Berry,Jean-Pierre Bacri,Agnès Jaoui,Laurent Grévill
11400,Colin Farrell,Q'orianka Kilcher,Christopher Plummer,Christian Bale
11401,James Hetfield,Lars Ulrich,Kirk Hammett,Robert Trujillo
11403,William Hurt,Amber Heard,Zach Gilford,Dallas Roberts
11404,Laura Linney,Rupert Grint,Julie Walters,Michelle Duncan
11411,Christopher Reeve,Margot Kidder,Gene Hackman,Jackie Cooper
11412,Geena Davis,Samuel L. Jackson,Yvonne Zima,Craig Bierko
11413,Matt Dillon,Steve Zahn,Christina Applegate,Dave Foley
11414,Tony Curtis,Sidney Poitier,Theodore Bikel,Charles McGraw
11415,William Katt,George Wendt,Richard Moll,Kay Lenz
11416,Robert De Niro,Jeremy Irons,Ray McAnally,Aidan Quinn
